?concept	?object	?predicat	1
company bylaw	<https://spec.edmcouncil.org/fibo/ontology/BE/OwnershipAndControl/Executives/CompanyBylaw>	rel:isDefinedBy	1
company bylaw	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
us bank	"The Bank Holding Company Act of 1956 defines a bank as any depository financial intermediary that accepts checking accounts (checks) or makes commercial loans, and its deposits are insured by a federal deposit insurance agency.  A bank acts as a middleman between suppliers of funds and users of funds, substituting its own credit judgement for that of the ultimate suppliers of funds, collecting those funds from three sources: checking accounts, savings and time deposits; short-term borrowings from other banks; and equity capital. A bank earns money by reinvesting these funds in longer-term assets."	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	1
us bank	"A bank, as specified in the Investment Company Act of 1940, is a financial intermediary that is (a) a depository institution (as defined in section 3 of the Federal Deposit Insurance Act) or a branch or agency of a foreign bank (as such terms are defined in section 1(b) of the International Banking Act of 1978), (b) a member bank of the Federal Reserve System, (c) any other banking institution or trust company, whether incorporated or not, doing business under the laws of any State or of the United States, a substantial portion of the business of which consists of receiving deposits or exercising fiduciary powers similar to those permitted to national banks under the authority of the Comptroller of the Currency, and which is supervised and examined by State or Federal authority having supervision over banks, and which is not operated for the purpose of evading the provisions of this title, and (d) a receiver, conservator, or other liquidating agent of any institution or firm included in clause (a), (b), or (c) of this paragraph."	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	1
us bank	"As defined in the Federal Deposit Insurance Act, https://www.fdic.gov/regulations/laws/rules/1000-400.html#fdic1000sec.3a"	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	1
us bank	"a bank that is licensed to conduct business in the United States"	rel:definition	1
us bank	<https://spec.edmcouncil.org/fibo/FBC/AboutFBC/FBCSpecification>	<http://purl.org/dc/terms/isPartOf>	1
us bank	<https://spec.edmcouncil.org/fibo/ontology/FBC/FunctionalEntities/NorthAmericanEntities/USFinancialServicesEntities/USBank>	rel:isDefinedBy	1
us bank	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
labor productivity value added	"At the aggregate level, value-added based labour productivity forms a direct link to a widely used measure of living standards, income per capita. Productivity translates directly into living standards, by adjusting for changing working hours, unemployment, labour force participation rates and demographic changes."	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	1
labor productivity value added	"Shows the time profile of how productively labour is used to generate value added. Labour productivity changes reflect the joint influence of changes in capital, as well as technical, organisational and efficiency change within and between firms, the influence of economies of scale, varying degrees of capacity utilisation and measurement errors."	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	1
labor productivity value added	"http://www.oecd.org/std/productivity-stats/2352458.pdf"	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	1
labor productivity value added	"a ratio of a quantity index of value added to a quantity index of labor input"	rel:definition	1
labor productivity value added	<https://spec.edmcouncil.org/fibo/IND/AboutIND/INDSpecification>	<http://purl.org/dc/terms/isPartOf>	1
labor productivity value added	<https://spec.edmcouncil.org/fibo/ontology/IND/EconomicIndicators/EconomicIndicators/LaborProductivityValueAdded>	rel:isDefinedBy	1
labor productivity value added	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
settlement terms	"In general, settlement involves arrangement of disposition of property, typically for legal reasons.  With respect to financial transactions, it involves completion of a trade, either between brokers or agents, or beween a broker and client. This may include settlement in cash, either for the entire transaction or for the cash leg of a transaction, either now or at some specified time in the future."	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	1
settlement terms	"Barron's Dictionary of Business and Economics Terms, Fifth Edition, 2012"	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	1
settlement terms	date	rel:hasSettlementDate	1
settlement terms	"contract terms that define the commitment to and mechanism for settling one or more sides of a transaction"	rel:definition	1
settlement terms	<https://spec.edmcouncil.org/fibo/FBC/AboutFBC/FBCSpecification>	<http://purl.org/dc/terms/isPartOf>	1
settlement terms	<https://spec.edmcouncil.org/fibo/ontology/FBC/ProductsAndServices/FinancialProductsAndServices/SettlementTerms>	rel:isDefinedBy	1
settlement terms	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
geopolitical entity	"any country, federal province, city or other administrative unit which is both geographical and political in its identity"	rel:definition	1
geopolitical entity	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>	<http://purl.org/dc/terms/isPartOf>	1
geopolitical entity	<https://spec.edmcouncil.org/fibo/ontology/FND/Places/Countries/GeopoliticalEntity>	rel:isDefinedBy	1
geopolitical entity	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
nzd nziona ois compound	"Per 2006 ISDA Definitions or Annex to the 2000 ISDA Definitions, Section 7.1 Rate Options, as amended and supplemented through the date on which parties enter into the relevant transaction."	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	1
nzd nziona ois compound	"http://www.fpml.org/coding-scheme/floating-rate-index-2-20.xml"	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	1
nzd nziona ois compound	"individual representing the FpML floating interest index for the NZD-NZIONA-OIS-COMPOUND"	rel:definition	1
nzd nziona ois compound	<https://spec.edmcouncil.org/fibo/IND/AboutIND/INDSpecification>	<http://purl.org/dc/terms/isPartOf>	1
nzd nziona ois compound	<https://spec.edmcouncil.org/fibo/ontology/IND/InterestRates/CommonInterestRates/NZD-NZIONA-OIS-COMPOUND>	rel:isDefinedBy	1
nzd nziona ois compound	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
product lifecycle stage occurrence	product lifecycle occurrence	rel:isStageOf	1
product lifecycle stage occurrence	product lifecycle stage	rel:exemplifies	1
product lifecycle stage occurrence	product lifecycle event occurrence	rel:comprises	1
product lifecycle stage occurrence	"an instance of a phase in an occurrence of a given product lifecycle"	rel:definition	1
product lifecycle stage occurrence	<https://spec.edmcouncil.org/fibo/FBC/AboutFBC/FBCSpecification>	<http://purl.org/dc/terms/isPartOf>	1
product lifecycle stage occurrence	<https://spec.edmcouncil.org/fibo/ontology/FBC/ProductsAndServices/FinancialProductsAndServices/ProductLifecycleStageOccurrence>	rel:isDefinedBy	1
product lifecycle stage occurrence	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
hkd hibor hkab	"Per 2006 ISDA Definitions or Annex to the 2000 ISDA Definitions, Section 7.1 Rate Options, as amended and supplemented through the date on which parties enter into the relevant transaction."	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	1
hkd hibor hkab	"http://www.fpml.org/coding-scheme/floating-rate-index-2-20.xml"	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	1
hkd hibor hkab	"individual representing the FpML floating interest index for the HKD-HIBOR-HKAB"	rel:definition	1
hkd hibor hkab	<https://spec.edmcouncil.org/fibo/IND/AboutIND/INDSpecification>	<http://purl.org/dc/terms/isPartOf>	1
hkd hibor hkab	<https://spec.edmcouncil.org/fibo/ontology/IND/InterestRates/CommonInterestRates/HKD-HIBOR-HKAB>	rel:isDefinedBy	1
hkd hibor hkab	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
contract document	written contract	rel:isEvidenceFor	1
contract document	"Written here does not necessarily mean a paper document but includes situations in which the contract is expressed electronically, whether as an electronic representation of a formal document such as in PDF form or as an electronic message, provided in the latter case that the message is expressly given formal contractual standing, for example as indicated in a separate covering agreement between the parties."	rel:scopeNote	1
contract document	"a written document, whether physical or electronic, which sets out the formal terms and conditions of some written contract"	rel:definition	1
contract document	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>	<http://purl.org/dc/terms/isPartOf>	1
contract document	<https://spec.edmcouncil.org/fibo/ontology/FND/Agreements/Contracts/ContractDocument>	rel:isDefinedBy	1
contract document	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
lifecycle occurrence	date period	rel:holdsDuring	1
lifecycle occurrence	lifecycle stage occurrence	rel:hasStage	1
lifecycle occurrence	lifecycle	rel:exemplifies	1
lifecycle occurrence	"a realization of a lifecycle"	rel:definition	1
lifecycle occurrence	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>	<http://purl.org/dc/terms/isPartOf>	1
lifecycle occurrence	<https://spec.edmcouncil.org/fibo/ontology/FND/Arrangements/Lifecycles/LifecycleOccurrence>	rel:isDefinedBy	1
lifecycle occurrence	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
joint controlling party	controlling alliance	rel:hasIdentity	1
joint controlling party	"Some group of entities which collectively are able to direct the affairs of some business organization"	rel:definition	1
joint controlling party	<https://spec.edmcouncil.org/fibo/BE/AboutBE/BESpecification>	<http://purl.org/dc/terms/isPartOf>	1
joint controlling party	<https://spec.edmcouncil.org/fibo/ontology/BE/OwnershipAndControl/ControlParties/JointControllingParty>	rel:isDefinedBy	1
joint controlling party	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
legal document	"a written or printed paper that bears the original, official, or legal form of something and can be used to furnish decisive evidence or information"	rel:definition	1
legal document	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>	<http://purl.org/dc/terms/isPartOf>	1
legal document	<https://spec.edmcouncil.org/fibo/ontology/FND/Arrangements/Documents/LegalDocument>	rel:isDefinedBy	1
legal document	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
fdic certificate number	"http://www.fdic.gov/"	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	1
fdic certificate number	depository institution	rel:identifies	1
fdic certificate number	"an identifier issued to a depository institution by the FDIC on approval of that institution's application for insurance"	rel:definition	1
fdic certificate number	<https://spec.edmcouncil.org/fibo/FBC/AboutFBC/FBCSpecification>	<http://purl.org/dc/terms/isPartOf>	1
fdic certificate number	<https://spec.edmcouncil.org/fibo/ontology/FBC/FunctionalEntities/NorthAmericanEntities/USRegulatoryAgencies/FDICCertificateNumber>	rel:isDefinedBy	1
fdic certificate number	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
passport	"The elements of identity contained in all standardized passports include information about the holder, including name, date of birth, gender and place of birth."	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	1
passport	"https://en.wikipedia.org/wiki/Passport"	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/definitionOrigin>	1
passport	"a document, issued by a national government, which certifies the identity and nationality of its holder for the purpose of international travel"	rel:definition	1
passport	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>	<http://purl.org/dc/terms/isPartOf>	1
passport	<https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Passport>	rel:isDefinedBy	1
passport	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
sgd semi annual currency basis swap rate tullett prebon	"Per 2006 ISDA Definitions or Annex to the 2000 ISDA Definitions, Section 7.1 Rate Options, as amended and supplemented through the date on which parties enter into the relevant transaction."	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	1
sgd semi annual currency basis swap rate tullett prebon	"http://www.fpml.org/coding-scheme/floating-rate-index-2-20.xml"	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	1
sgd semi annual currency basis swap rate tullett prebon	"individual representing the FpML floating interest index for the SGD-Semi-Annual Currency Basis Swap Rate-11:00-Tullett Prebon"	rel:definition	1
sgd semi annual currency basis swap rate tullett prebon	<https://spec.edmcouncil.org/fibo/IND/AboutIND/INDSpecification>	<http://purl.org/dc/terms/isPartOf>	1
sgd semi annual currency basis swap rate tullett prebon	<https://spec.edmcouncil.org/fibo/ontology/IND/InterestRates/CommonInterestRates/SGD-Semi-Annual_Currency_Basis_Swap_Rate-11_00-Tullett_Prebon>	rel:isDefinedBy	1
sgd semi annual currency basis swap rate tullett prebon	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
rub annual swap rate tradition	"Per 2006 ISDA Definitions or Annex to the 2000 ISDA Definitions, Section 7.1 Rate Options, as amended and supplemented through the date on which parties enter into the relevant transaction."	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	1
